Coefficients,Instruments
11.599236,
22.690601,
160.78935,9;8;7
157.91527,9;8;7
155.74054,9;8;7
154.42917,9;8;7
154.21967,9;8;7
155.45538,9;8;7
157.41107,9;8;7
162.15427,9;8;7
167.9844,9;8;7
173.6568,9;8;7
176.9764,9;8;7
178.36649,9;8;7
177.2749,9;8;7
174.3906,9;8;7
170.6648,9;8;7
165.62555,9;8;7
160.62808,9;8;7
156.45392,9;8;7
152.78654,9;8;7
148.12387,8;7
143.06577,8;7
138.87067,8;7
135.71867,8;7
133.10986,8;7
132.56483,
133.79662,
138.10536,
144.83864,9;8;7
151.3566,9;8;7
157.67892,9;8;7
162.29408,9;8;7
163.73538,9;8;7
162.77435,9;8;7
160.81625,9;8;7
159.16547,9;8;7
158.21634,9;7
156.6744,9;7
153.64032,9;7
148.41322,9;7
141.22694,9;7
134.33148,9;7
130.78206,9;7
128.82393,9;7
129.65236,
133.33356,8
138.30945,8
145.05803,8
155.1203,8
163.37332,8
167.30429,8
167.41049,8
165.81622,8
164.97842,8
164.06937,8
162.29874,
160.38733,
158.55646,
155.97011,
152.12462,
146.03511,
137.50235,
129.95074,
126.5507,
124.9586,
123.05613,
122.870834,
126.438034,8
136.85571,8
148.65099,8
157.4436,8
161.52292,8
161.5784,8
158.85129,8
155.47516,8
152.4691,8
150.17648,8
147.73172,8
144.82658,8
140.59354,8
136.58014,8
133.08241,8
129.26062,8
126.42291,8
125.84151,8
125.62122,8
124.82539,8
122.79666,8
121.41896,8
131.18018,8
143.33463,8
150.44487,8
152.71414,8
151.4126,8
148.24771,8
146.57245,8
145.53142,8
144.78296,8
142.44786,8
138.4906,8
134.78555,8;9;7
130.66887,8;9;7
128.75238,8;9;7
129.26163,8;9;7
129.47043,8;9;7
128.92165,8;9;7
129.60988,8;9;7
139.8653,8;9;7
150.8666,8;9;7
159.48413,8;9;7
165.34937,8;9;7
168.72797,8;9;7
170.41107,8;9;7
171.16571,8;9;7
171.38245,8;9;7
169.9396,8;9;7
167.77298,8;9;7
164.64456,8;9;7
160.88455,8;9;7
157.9093,8;9;7
157.12091,8;9;7
159.15738,8;9;7
160.42859,8;9;7
159.03351,8;9;7
156.30362,8;9;7
158.36276,8;9;7
166.56305,8;9;7
173.84451,8;9;7
177.88799,8;9;7
178.76608,8;9;7
177.28372,8;9;7
175.80096,8;9;7
175.67264,8;9;7
176.44159,8;9;7
177.04883,8;9;7
177.43692,8;9;7
176.84103,8;9;7
174.10388,8;9;7
170.21255,8;9;7
168.11594,8;9;7
168.87509,8;9;7
169.4696,8;9;7
168.65567,8;9;7
165.71822,8;9;7
163.73859,8;9;7
164.07874,8;9;7
165.96161,8;9;7
173.00226,8;9;7
182.02484,8;9;7
188.50682,8;9;7
191.14575,8;9;7
190.14645,8;9;7
186.85977,8;9;7
183.58742,8;9;7
181.29715,8;9;7
180.01158,8;9;7
178.28477,8;9;7
175.75333,8;9;7
172.62114,8;9;7
169.03174,8;9;7
165.9528,8;9;7
163.27759,8;9;7
160.7419,8;9;7
158.57483,8;9;7
157.95706,8;9;7
157.93277,8;9;7
157.85785,8;9;7
158.60172,8;9;7
162.14319,8;9;7
166.33264,8;9;7
168.74283,8;9;7
168.33563,8;9;7
166.05185,8;9;7
162.22691,8
157.70433,8
153.82965,8
152.26599,8
152.24402,8
151.09235,8
147.70602,8
143.92136,8
141.93765,8
140.65305,8;9;7
139.87326,9;8;7
139.64311,9;8;7
139.99084,9;8;7
140.92862,9;8;7
145.24199,9;8;7
152.0643,9;8;7
156.22969,9;8;7
157.03122,9;8;7
155.40622,9;8;7
153.39972,9;8;7
150.76086,9;8;7
148.42267,9;8;7
148.05075,9;8;7
148.5777,9;8;7
149.3563,9;8;7
149.86877,9;8;7
148.65144,9;8;7
145.73904,9;8;7
144.24269,9;8;7
143.98784,9;8;7
145.50691,9;8;7
147.57022,8
148.04025,8
147.28178,8
148.19968,8
150.96559,8
153.83907,8
154.9053,8
153.76382,8
151.55453,8
148.53073,8
146.38045,8
144.91864,8
144.54752,8
145.15793,8
146.09341,8
147.2344,8
148.49973,8
148.12619,8
147.42798,8
147.47089,8
151.69171,8
156.36012,8
160.3416,
163.9039,
165.98822,8;7
166.0828,8;7
165.07587,8;7
164.65665,8;7
163.56277,8;7
162.06506,8;7
160.65578,8;7
158.736,8;7
157.13956,8;7
157.24701,8;7
157.65771,8;7
157.1899,8;7
156.75128,8;7
157.34563,8;7
157.8968,8;7
157.08759,8;7
155.95009,8;7
155.66348,8;7
154.69876,8;7
154.00797,8;7
154.56688,8;7
155.63162,8;7
157.3801,8;7
158.45236,8;7
158.16194,8;7
158.16895,8;7
159.30455,8;7
160.39818,8;7
160.0159,8;7
158.92955,8;7
157.55925,8;7
155.55016,8;7
153.30789,8;7
152.16046,8;7
156.38477,8;7
162.53769,8;7
166.33551,8;7
167.02019,8;7
164.21306,8;7
160.22493,8;7
157.57773,8;7
158.40186,8;7
160.32747,8;7
161.74884,8;7
161.79878,8;7
161.63266,8;7
161.91711,8;7
163.48212,8;7
165.48262,8;7
166.61844,8;7
166.97742,8;7
166.09583,8;7
164.11057,8;7
162.16501,8;7
160.70721,8;7
158.96619,8;7
157.51703,8;7
157.6784,8;7
158.22435,8;7
158.72278,8;7
159.4789,8;7
160.05246,8;7
159.80084,8;7
158.6878,8;7
157.25937,8;7
155.83336,8;7
155.2215,8;7
156.25949,8;7
156.84966,8;7
156.90092,8;7
157.0848,8;7
157.36908,8;7
159.51813,8;7
161.52342,8;7
161.79282,8;7
159.78436,8;7
155.17563,8;7
148.9054,8;7
145.85529,8;7
146.14536,8;7
148.04877,8;7
150.29042,8;7
152.55666,8;7
155.52473,8;7
158.02283,8;7
160.21822,8;7
162.66829,8;7
164.26529,8;7
163.84677,8;7
161.95967,8;7
160.51328,8;7
159.19356,8;7
157.75984,8;7
156.59094,8;7
155.87538,8;7
155.82275,8;7
155.58392,8;7
155.28703,8;7
155.44485,8;7
155.9839,8;7
157.90878,8;7
159.37643,8;7
159.38342,8;7
158.56146,8;7
157.13867,8;7
155.57486,8;7
155.14531,8;7
156.25455,8;7
157.76813,8;7
158.1365,8;7
157.54922,8;7
158.67516,8;7
162.87082,8;7
165.64133,8;7
165.67914,8;7
163.40076,8;7
159.35352,8;7
156.06113,8;7
155.11816,8;7
156.82092,8;7
158.7236,8;7
160.44777,8;7
162.78232,8;7
163.11546,8;7
161.81125,8;7
160.89162,8;7
160.10132,8;7
159.40182,8;7
159.54626,8;7
160.5117,8;7
160.90407,8;7
159.73181,8;7
157.62552,8;7
156.28596,8;7
156.21661,8;7
156.99475,8;7
157.18579,8;7
156.89395,8;7
156.30292,8;7
154.8566,8;7
152.40948,8
151.04263,8
152.14279,8
154.58357,8
155.90697,8
155.89941,8
156.62529,8
156.9396,8
157.28336,8
157.17854,8
155.85265,8
154.70084,8
155.00647,8
162.18196,8
169.43854,8
173.8196,8
173.63127,8
170.93999,8
168.4,8
165.81966,8
161.44724,
155.04343,8;7
149.09583,8;7
145.98251,8;7
146.48553,8;7
147.99316,8;7
150.6979,8;7
154.90619,8;7
158.40543,8;7
159.22726,8;7
157.13509,8;7
153.96942,8;7
151.4015,8;7
150.69339,8;7
151.20917,8;7
151.11862,8;7
150.0955,8;7
149.18637,8;7
149.55527,8;7
151.46164,8;7
153.03561,8;7
153.22797,8;7
152.05199,8;7
151.13248,8;7
150.43016,8;7
151.64319,8;7
154.8504,8;7
158.64645,8;7
161.24222,8;7
161.08624,8;7
157.99817,8;7
154.05078,8;7
152.45178,8;7
152.62286,8;7
151.85762,8;7
149.83951,8;7
148.69708,8;7
147.63916,8;7
146.58115,8;7
146.32567,8;7
148.2402,8;7
152.90617,8;7
156.93613,8;7
158.32596,8;7
157.72658,8;7
155.97583,8;7
155.82587,8;9;7
156.49512,9;8;7
156.34698,9;8;7
156.92477,9;8;7
158.45306,9;8;7
159.79404,9;8;7
160.01701,9;8;7
160.97746,9;8;7
161.94528,9;8;7
161.95352,9;8;7
162.39517,9;8;7
162.86353,9;8;7
163.3659,9;8;7
162.67719,9;8;7
162.67706,9;8;7
163.42667,9;8;7
164.89496,9;8;7
165.40384,9;8;7
164.45352,9;8;7
162.69852,9;8;7
161.29814,9;8;7
159.7934,9;8;7
158.35455,9;8;7
157.62585,9;8;7
158.37347,9;8;7
159.40805,9;8;7
160.20068,9;8;7
161.09717,9;8;7
162.35178,9;8;7
162.59717,9;8;7
160.927,9;8;7
160.07095,9;8;7
159.87701,9;8;7
159.65884,9;8;7
159.34355,9;8;7
159.32,9;8;7
160.50726,9;8;7
162.87576,9;8;7
165.80737,9;8;7
169.1051,9;8;7
170.55435,9;8;7
170.49323,9;8;7
168.92169,9;8;7
166.22356,9;8;7
162.90253,9;8;7
159.67044,9;8;7
157.90405,9;8;7
157.86485,9;8;7
157.48769,9;8;7
155.98338,9;8;7
153.94473,9;8;7
152.88983,9;8;7
153.2409,9;8;7
154.20139,9;8;7
155.063,9;8;7
155.68436,9;8;7
156.53328,9;8;7
157.76416,9;8;7
159.58002,9;8;7
161.56195,9;8;7
162.85101,9;8;7
162.31204,9;8;7
159.9572,9;8;7
157.33687,9;8;7
155.6298,9;8;7
154.13745,9;8;7
152.18695,9;8;7
151.50237,9;8;7
151.96915,9;8;7
153.5437,8;7
153.66765,8;7
153.61386,8;7
152.98907,8;7
151.45004,8;7
149.38394,7
147.03888,7
146.68451,7
154.20831,8;9;7
159.8079,8;9;7
161.19044,8;9;7
159.50145,8;9;7
156.19254,8;9;7
152.95172,8;9;7
152.05396,8;9;7
152.13394,8;9;7
151.10843,8;9;7
149.74998,9;8;7
153.37451,9;8;7
157.62689,9;8;7
160.80925,9;8;7
161.94826,9;8;7
161.14923,9;8;7
159.03055,9;8;7
157.18903,9;8;7
156.06302,9;8;7
153.31369,9;8;7
151.13937,9;8;7
153.87558,9;8;7
157.65381,9;8;7
160.48538,9;8;7
160.82013,9;8;7
158.15009,9;8;7
154.09889,9;8;7
151.67389,9;8;7
151.38248,9;8;7
151.62201,9;8;7
149.72931,9;8;7
147.43582,9;8;7
151.16449,9;8;7
156.9966,9;8;7
161.46942,9;8;7
162.95117,9;8;7
161.07288,9;8;7
156.56136,9;8;7
152.19704,9;8;7
149.40585,8
148.23383,8
148.08517,8
149.37268,
151.62817,
153.06729,8
151.47983,8
147.45193,8
143.74237,8
143.58286,8
147.94925,8
153.7063,8
159.31549,8
162.80594,8
162.8575,8
159.94098,8
156.95193,8
155.31807,8
153.83066,8
150.18604,8
145.33548,8
141.8824,8
138.2889,8
133.5778,8
128.54962,8
124.5092,8
122.080795,8
119.95598,8
117.83764,8
115.42908,8
113.629715,8
113.708595,8
114.38106,8
114.29162,8
112.90953,8
111.07193,8
110.20122,8
108.55329,8
104.972626,8
99.63085,8
93.55502,8
87.59049,8
82.929596,8
79.71672,8
78.64583,8
78.85828,8
80.3683,8;9
90.476425,9;8
104.98267,9;8
118.60775,9;8
128.13226,9;8
134.75531,9;8
140.78973,9;8
145.32169,9;8
147.74292,9;8
150.41617,9;8
152.94621,9;8
154.01764,9;8
153.7055,9;8
152.67116,9;8
151.55849,9;8
149.03123,9;8
147.01799,9;8
146.09763,9;8
145.59465,9;8
143.29611,9;8
139.30164,9;8
135.18918,9;8
131.20108,9;8
127.943985,9;8
126.06963,9;8
124.38245,9;8
122.85374,9;8
120.766785,9;8
117.69928,9;8
114.855934,9;8
112.26757,9;8
110.30473,9;8
109.952774,9;8
109.27542,9;8
106.16735,9;8
103.071625,9;8
101.370575,9;8
99.20494,9;8
96.23037,9;8
94.6718,9;8
93.03941,9;8
91.463,9;8
94.51895,9;8
104.14284,9;8
113.496765,9;8
120.40485,9;8
130.38321,9;8
139.36377,9;8
143.15738,9;8
142.10754,9;8
138.54866,9;8
135.16074,9;8
135.47385,9;8
137.22224,9;8
138.03201,9;8
137.64008,9;8
136.35226,9;8
134.03604,9;8
133.74384,9;8
135.03918,9;8
135.85773,9;8
135.91348,9;8
134.56068,9;8
132.41791,9;8
129.80498,9;8
126.91865,9;8
124.97245,9;8
123.20979,9;8
120.34531,9;8
117.09236,9;8
113.0275,9;8
107.97215,9;8
103.27576,9;8
100.407425,9;8
99.35756,9;8
98.72595,9;8
99.015335,9;8
99.015594,9;8
98.120895,9;8
97.72123,9;8
96.95372,9;8
94.80704,9;8
91.93072,9;8
91.33978,9;8
97.95772,9;8
108.616905,9;8
122.37752,9;8
134.6061,9;8
142.10556,9;8
143.79872,9;8
141.71948,9;8
139.01566,9;8
136.58768,9;8
135.23038,9;8
134.94437,9;8
133.7062,9;8
132.37216,9;8
131.67628,9;8
131.27463,9;8
129.88965,9;8
129.06458,9;8
128.6288,9;8
130.84941,9;8
133.68243,9;8
134.71024,9;8
134.31497,9;8
132.5909,9;8
129.37282,9;8
131.2492,9;8
134.58347,9;8
137.38098,9;8
139.60117,9;8
141.59648,9;8
143.43881,9;8
142.60364,9;8
139.39581,9;8
136.25925,9;8
134.94077,
134.26732,
133.14633,9;8
130.7685,9;8
128.13046,9;8
127.235535,9;8
128.48529,9;8
129.69609,9;8
128.60085,9;8
125.853264,9;8
124.737144,9;8
132.32986,9;8
143.87949,9;8
153.34708,9;8
158.68996,9;8
159.75308,9;8
159.688,9;8
159.1452,9;8
156.61154,9;8
153.54578,9;8
151.68701,9;8
150.97113,9;8;7
150.4102,9;8;7
148.9256,9;8;7
146.73267,9;8;7
144.61667,9;8;7
143.40514,9;8;7
142.87775,9;8;7
142.73715,9;8;7
143.73361,9;8;7
147.94333,9;8;7
153.10147,9;8;7
156.6832,9;8;7
158.81078,9;8;7
159.01535,9;8;7
157.72385,9;8;7
155.94621,9;8;7
153.31064,9;8;7
149.96304,9;8;7
146.69554,9;8;7
143.92154,9;8;7
140.70251,9;8;7
137.17406,9;8;7
134.0603,9;8;7
131.5104,9;8;7
129.58212,9;8;7
127.605484,9;8;7
126.49986,9;8;7
125.75636,9;8;7
125.28423,9;8;7
126.84381,9;8;7
132.3822,9;8;7
143.69629,9;8;7
153.13332,9;8;7
158.17657,9;8;7
160.30331,9;8;7
161.36893,9;8;7
161.46823,9;8;7
161.34631,9;8;7
160.2255,9;8;7
159.15802,9;8;7
158.89365,9;8;7
158.80801,9;8;7
157.68079,9;8;7
156.50462,9;8;7
156.39624,9;8;7
156.40799,9;8;7
155.40744,9;8;7
153.29169,9;8;7
151.85336,9;8;7
155.40778,9;8;7
160.79774,9;8;7
164.70197,9;8;7
168.15945,9;8;7
171.60043,9;8;7
173.46188,9;8;7
173.64899,9;8;7
172.18394,9;8;7
168.36252,9;8;7
164.04327,9;8;7
161.56186,9;7
159.91188,9;8;7
158.92764,9;8;7
157.66174,9;8;7
154.77362,9;8;7
150.54594,9;8;7
147.00613,9;8;7
145.08763,9;8;7
142.67896,9;8;7
140.56013,9;8;7
141.19049,9;8;7
145.1581,9;8;7
149.04483,9;8;7
152.88324,9;8;7
159.91814,9;8;7
167.94101,9;8;7
175.33733,9;8;7
179.59235,9;8;7
180.24936,9;8;7
178.36537,9;8;7
175.00742,9;8;7
170.71494,9;8;7
166.70973,9;8;7
164.5502,9;8;7
163.68912,9;8;7
161.77814,9;8;7
157.68915,9;8;7
151.81714,9;8;7
146.71162,9;8;7
143.6741,8;7
141.48265,8;7
142.75204,8;7
146.63702,8;7
150.60483,8;7
152.45862,8;7
153.33427,8;7
154.31818,8;7
154.11398,8;7
152.18951,8;7
149.1099,8;7
145.81454,8;7
142.75336,8;7
139.1534,7
136.72205,7
135.69208,7
134.10997,7
131.27927,7
129.15526,7
126.735825,7
124.177734,8;7
121.32704,8;7
120.41449,8;7
121.8837,8;7
125.616066,8;7
128.97998,8;7
129.12354,8;7
128.21568,8;7
133.83401,8;7
143.58807,8;7
150.47095,8;7
154.14795,8;7
154.90997,8;7
152.93887,8;7
149.98523,8;7
147.99199,8;7
146.83804,8;7
145.08005,8;7
142.33133,8;7
139.48575,8;7
136.29242,8;7
132.92676,8;7
130.10455,8;7
129.54567,8;7
133.27557,8;7
139.72644,8;7
145.52713,8;7
149.02386,8;7
151.16754,8;7
151.76682,8;7
151.97594,8;7
151.10516,8;7
150.41571,8;7
149.43646,8;7
148.0632,8;7
145.19502,8;7
140.92343,8;7
136.80203,8;7
133.41473,8;7
130.29428,8;7
126.78915,8;7
124.18801,7
124.73181,7
129.05005,9;8;7
132.155,9;8;7
133.79042,9;8;7
136.34544,9;8;7
139.28377,9;8;7
141.4769,9;8;7
148.1078,9;8;7
157.19662,9;8;7
163.94702,9;8;7
167.50903,9;8;7
168.64577,9;8;7
168.72119,9;8;7
167.68137,9;8;7
165.86954,9;8;7
164.69153,9;8;7
164.4407,9;8;7
164.36603,9;8;7
163.42587,9;8;7
162.12793,9;8;7
161.4461,9;8;7
161.80653,9;8;7
161.96739,9;8;7
161.68985,9;8;7
161.6774,9;8;7
161.83362,9;8;7
162.01036,9;8;7
162.16006,9;8;7
162.57272,9;8;7
162.92902,9;8;7
162.41951,9;8;7
161.78804,9;8;7
160.71204,9;8;7
159.87964,9;8;7
159.45236,9;8;7
159.35089,9;8
160.09598,9;8
161.26114,9;8
162.30768,9;8
162.99738,9;8
162.99814,9;8
162.63124,9;8
161.75955,9;8
162.58286,9;8
163.21274,9;8
162.70993,9;8
161.27933,9;8
159.33376,9;8
158.76071,9;8
160.27405,9;8
162.09921,9;8
163.26024,9;8
163.8599,9;8
163.87085,9;8
162.90881,9;8
161.64075,9;8
160.08739,9;8
158.83994,9;8
158.02292,9;8
156.69673,9;8
155.34589,9;8
154.60115,9;8
155.9407,9;8
157.34409,9;8
157.2895,9;8
155.54741,9;8
154.482,9;8
154.37558,9;8
153.84027,9;8
153.27689,9;8
152.59766,9;8
152.15872,9;8
151.04266,9;8
149.80533,9;8
149.26956,9;8
151.26636,9;8
154.79785,9;8
158.3646,9;8
158.92426,9;8
156.75272,9;8
153.36469,9;8
150.98337,9;8
152.2933,9;8
154.85724,9;8
156.2746,9;8
156.34167,9;8
156.06404,9;8
155.57101,9;8
154.92267,9;8
154.35324,9;8
153.1753,9;8
151.71916,9;8
150.55185,9;8
150.21326,9;8
151.83923,9;8
153.95155,9;8
155.49945,9;8
156.38829,9;8
155.89276,9;8
154.31412,9;8
154.6584,9;8
154.36829,9;8
153.37811,9;8
152.9382,9;8
153.94385,9;8
154.55038,9;8
153.87271,9;8
153.19455,9;8
154.1024,9;8
155.49402,9;8
156.24814,9;8
155.63713,9;8
154.50958,9;8
153.92368,9;8
153.6496,9;8
154.85287,9;8
156.22662,9;8
156.36023,9;8
154.99399,9;8
153.0554,9;8
152.12048,9;8
153.97943,9;8
157.1402,9;8
159.82022,9;8
160.61948,9;8
158.95554,9;8
157.58095,9;8
157.62521,9;8
158.04878,9;8
157.91548,9;8
157.1354,9;8
155.28674,9;8
153.5346,9;8
153.2773,9;8
154.03668,9;8
154.91924,9;8
155.63348,9;8
156.57047,9;8
157.50763,9;8
157.70287,9;8
157.15274,8
157.56653,8
158.72968,8
158.56302,8
156.9007,8
154.83029,8
153.72786,8
153.66673,8
153.48254,8
154.26727,8
157.17525,8
158.1658,8
157.20087,8
155.67726,8
153.96416,8
152.23447,8
150.9861,8
148.86111,8
145.9429,8
142.6368,8
139.2562,8
136.26253,8
136.3049,8
140.29239,8
143.19662,8
143.67943,8
144.93648,8
150.88551,8
156.82721,8
159.70949,8
160.79813,8
161.34459,8
160.90369,8
159.707,8
158.23271,8
157.44116,8
157.13965,8
156.13751,8
154.65833,8
154.64627,8
155.91745,8
156.65909,8
156.8089,8
157.46373,8
158.5314,8
158.7546,8
156.32388,8
152.81607,8
150.37598,8
148.79076,8
147.13849,8
146.51376,8
145.66783,8
145.56824,8
146.23303,8
146.54901,8
144.85246,8
142.69516,8
141.71074,8
141.68349,8
141.94614,8
142.57408,8
145.69586,8
149.41074,8;9;7
151.98196,8;9;7
153.63666,8;9;7
155.23494,8;9;7
155.12997,8;9;7
153.86508,8;9;7
151.99759,8;9;7
150.38942,8;9;7
149.53714,8;9;7
148.89413,8;9;7
147.97717,8;9;7
149.47751,8;9;7
152.35858,8;9;7
153.12363,8;9;7
150.93823,8;9;7
149.24438,8;9;7
149.3661,8;9;7
153.57832,8;9;7
161.4219,8
166.82205,8
169.25049,8
169.71498,8
168.06427,8
163.71759,8
160.79214,8
160.22351,8
161.27391,8
163.2775,8
165.69388,8
168.19803,8
169.92699,8
169.06155,8
167.80984,8
167.00479,8
167.15753,8
168.37622,8
169.6358,8;9;7
169.60818,8;9;7
168.11841,8;9;7
165.22107,8;9;7
163.14636,8;9;7
163.22049,8;9;7
163.12067,8;9;7
162.25601,8;9;7
161.48401,8;9;7
161.88297,8;9;7
162.56233,8;9;7
162.67668,8;9;7
162.64905,8;9;7
163.20721,8;9;7
163.16313,8;9;7
162.82886,8;9;7
162.4732,8;9;7
161.99971,8;9;7
161.43848,8;9;7
160.15343,8;9;7
157.97893,8
157.38562,8
160.52959,8
163.94318,8
164.78754,8
163.64023,8
161.31006,8
158.92673,8
156.75797,8
153.76529,8
151.26636,8
148.34026,8
145.04462,8
143.81433,8
142.65146,8
140.70988,8
140.35757,8
141.42734,8
142.247,8
142.67827,8
141.64287,8
140.43869,8
139.12076,8
137.89352,8
142.107,8
147.7642,8
152.3403,8
156.20766,8
156.7275,8
156.37161,8
156.23944,8
155.3782,8
154.35791,8
153.67987,8
153.32506,8
152.79968,8
151.89505,8
151.70242,8
152.3694,8
153.26541,8
159.95917,8
168.31555,8
173.33871,8
174.87831,8
171.89365,8
164.21703,8
156.29364,8
157.05063,8
159.8772,8
161.3073,8
158.90863,8
153.82033,8
147.43982,8
142.1209,8
139.71585,8
140.00067,8
140.98892,8
141.12839,8
139.74403,8
136.63628,8
134.40854,8
136.42273,8
138.13843,8
137.63235,8
133.4577,8
126.80951,8
121.12659,8
117.707954,8
114.89691,8
111.28299,8
107.72503,8
107.31943,
116.45242,8
132.8294,8
146.09216,8
152.20203,8
152.3783,8
149.83401,8
146.51868,8
143.77428,8
142.4176,8
141.26749,8
140.17888,8
139.77878,8
139.07535,8
138.79349,8
140.64284,8
142.64322,8
142.76288,8
141.21411,8
140.43399,8
140.42938,8
141.9397,8
144.64703,8
146.48813,8
147.00476,8
145.46799,8
142.56274,8
140.88617,8
140.70416,8
139.5946,8
138.0209,8
136.90085,8
137.86288,8
139.06378,8
139.76099,8
139.75726,8
141.45349,8
143.33049,8
144.01096,8
145.8804,8
144.85054,8
143.09845,8
146.60294,8
153.26524,8
159.81625,8
163.96777,8
164.34418,8
161.06918,8
157.37839,8
156.11789,8
155.61192,8
155.82858,8
155.17432,8
152.84943,8
150.02292,8
147.62465,8
146.72108,8
147.89377,8
149.11841,8
149.30319,8
148.84157,8
150.4927,8
154.27338,8
158.40613,8
159.139,8
155.776,8
150.62943,8
146.10104,8
143.99973,8
144.48967,8
144.48384,8
143.54483,8
142.21149,8
141.42531,8
142.1081,8
143.0281,8
142.93634,8
142.7497,
142.19948,8;7
142.96231,8;7
145.81195,8;7
150.14275,8;7
154.38966,8;7
159.19162,8;7
165.00441,8;7
170.16193,8;7
174.24654,8;7
176.18553,8;7
176.67644,8;7
176.4864,8;7
175.71155,8;7
173.90805,8;7
172.16339,8;7
172.1244,8;7
172.42416,8;7
173.43044,8;7
175.25784,8;7
176.07547,8;7
176.42505,8;7
177.4469,8;7
178.04279,8;7
177.54532,8;7
177.3771,8;7
177.91483,8;7
180.97733,8;7
183.58607,8;7
184.84929,8;7
184.3924,8;7
183.02942,8;7
181.034,8;7
178.74284,8;7
177.3407,8;7
178.24435,8;7
182.13124,8;7
184.46301,8;7
183.34633,8;7
178.99901,8;7
172.87006,8;7
166.51532,8;7
161.43784,8;7
157.73303,8;7
156.10316,8;7
155.14432,8;7
154.33734,8;7
155.59326,8;7
161.4747,8;7
168.37871,8;7
173.679,8;7
177.35995,8;7
179.6918,8;7
180.92249,8;7
181.40163,8;7
181.35669,8;7
180.9682,8;7
180.08908,8;7
180.13072,8;7
181.2234,8;7
181.61511,8;7
181.14313,8;7
180.14099,8;7
177.75348,8;7
175.49654,8;7
175.19467,8;7
174.95027,8;7
174.46143,8;7
174.68567,8;7
174.26924,8;7
175.5509,8;7
177.28596,8;7
178.21616,8;7
177.50458,8;7
175.3555,8
173.78767,8
174.51172,8
176.39157,8
177.81613,8
177.61252,8
173.91628,8
169.26215,8
165.29437,8
161.97015,8
159.07812,8
156.57251,8
157.34207,8;7
160.74966,8;7
163.53482,8;7
166.67566,8;7
172.09915,8;7
175.92416,8;7
177.7714,8;7
177.99837,8;7
177.43602,8;7
175.4007,8;7
172.04718,8;7
169.57742,8;7
168.75432,8;7
169.12558,8;7
170.48273,8;7
172.10284,8;7
172.77637,8;7
172.95737,8;7
172.94882,8;7
172.08096,8;7
170.50922,8;7
169.56082,8;7
169.17166,8;7
169.1818,8;9;7
169.48253,8;9;7
169.88753,8;9;7
169.68088,8;9;7
169.98685,8;9;7
170.59406,8;9;7
170.33293,8;9;7
168.98611,8;9;7
166.33177,8;9;7
164.27682,8;9;7
163.87137,8;9;7
163.2149,8;7
161.55386,8;7
164.5407,8;7
167.7768,8;7
169.27448,8;7
169.45346,8;7
167.96906,8;7
163.36526,8;7
155.5351,8
151.89308,8
149.6708,8
146.6413,8
142.33865,
138.66644,9;8
137.7533,9;8
137.93456,9;8
138.20712,9;8
138.36734,9;8
138.14658,9;8
136.9963,9;8
134.9627,9;8
131.3176,9;8
129.32074,9;8
130.35954,
132.35767,8
132.37735,8
129.28616,8
124.93268,8
122.880066,8
121.179855,8
118.98679,8
117.49658,8
119.379715,9;8
125.90996,9;8
132.44179,9;8
134.0698,9;8
132.74228,9;8
130.8548,9;8
128.6822,9;8
128.00116,9;8
128.52773,9;8
129.99693,8
132.55557,8
133.68983,8
134.34543,8
133.27579,8
130.99832,8
130.56216,8
130.73666,8
128.52966,8
124.44737,8
121.437164,9;8
120.99202,9;8
122.46991,9;8
123.75052,9;8
124.484886,9;8
125.614845,9;8
127.43324,9;8
130.2185,9;8
134.3721,9;8
137.12402,9;8
137.07892,8
135.70023,8;9
131.41656,8;9
127.431656,8;9
133.82791,8;9
151.76013,8;9
166.07202,8;9
174.39876,8;9
178.77481,8;9
182.65916,8;9
185.44882,8;9
184.80112,8;9
178.89206,8;9
166.77737,8;9
153.34647,8;9
154.41693,8;9
162.3433,8;9
167.14935,8;9
168.92902,8;9
168.93625,8;9
168.87672,8;9
167.74649,8;9
162.90413,8;9
154.94125,8;9
152.50137,8;9
162.85843,8;9
171.05951,8;9
173.92361,8;9
172.79811,8;9
170.13065,8;9
167.63994,8;9
164.81598,8;9
160.32376,8;9
156.20486,8;9
158.63985,8;9
165.6171,8;9
171.02338,8;9
174.18292,8;9
174.80554,8;9
175.15579,8;9
172.96648,8;9
167.14496,8;9
159.35245,8;9
155.11948,8;9
160.80284,8;9
168.54582,8;9
172.38437,8;9
171.42355,8;9
168.97174,8;9
168.556,8;9
168.0658,8;9
165.57977,8;9
160.57416,8;9
156.14383,8;9
159.06061,8;9
166.15112,8;9
169.97025,8;9
169.66443,8;9
166.34756,8;9
162.05975,8;9
159.3603,8;9
159.2789,8;9
158.23395,8;9
155.88809,8;9
159.3461,8;9
167.0628,8;9
171.9669,8;9
172.9392,8;9
171.0333,8;9
169.32228,8;9
169.44666,8;9
168.94612,8;9
165.56699,8;9
159.62404,8;9
159.98471,8;9
169.57976,8;9
176.57297,8;9;7
178.78534,8;9;7
177.21375,8;9;7
173.45866,8;9;7
170.07358,8;9;7
167.25024,8;9;7
164.44412,8;9;7
161.59657,8;9;7
157.97813,8;9;7
155.1928,8;9;7
155.15625,8;9;7
155.7002,8;9;7
154.98883,8;9;7
154.1753,8;9;7
153.16592,8;9;7
151.51013,8;9;7
149.8855,8;9;7
